第一申请人,第一申请人地区,第一申请人城市,first_year,last_year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count,first_applicant_types,main_chain_position,main_quantum_category,firm_relevance
广西师范大学,中国,桂林,2024,2024,1,17,17.0,量子传感,量子计算系统,量子信息；量子态；量子比特；量子线路；量子门,1,0,0,0,学校,量子计算系统,量子传感,较高相关企业
广西师范大学,中国,桂林市,2021,2023,6,87,14.5,量子传感；量子计算,量子计算系统,量子信息；量子态；量子比特；量子线路；量子计算；量子门,5,1,0,0,学校,量子计算系统,量子传感,核心量子企业
广西民族大学,中国,南宁,2024,2024,1,2,2.0,量子基础概念,其他量子相关/待复核,量子纠缠,0,0,1,0,学校,其他量子相关/待复核,量子基础概念,候选/待复核企业
广西民族大学,中国,南宁市,2023,2023,1,14,14.0,量子通信与安全,量子通信与安全,量子态；量子纠缠；量子通信；量子门,1,0,0,0,学校,量子通信与安全,量子通信与安全,较高相关企业
广西特色作物研究院,中国,桂林市,2023,2023,2,10,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,2,0,0,科研单位,量子计算硬件/量子芯片,量子计算硬件,较高相关企业
广西电网有限责任公司,中国,南宁,2025,2025,1,19,19.0,量子通信与安全,量子通信与安全,量子密钥；量子态；量子计算；量子通信,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
广西科学院,中国,南宁市,2022,2022,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,科研单位,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
康士伯油气技术(天津)有限公司,中国,天津,2024,2024,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
康宁股份有限公司,美国,,2024,2025,3,25,8.333333333333334,量子通信与安全,量子通信与安全,量子中继；量子中继器；量子密钥；量子密钥分发；量子通信,2,1,0,0,企业,量子通信与安全,量子通信与安全,核心量子企业
廊坊易砚领创科技有限公司,中国,廊坊市,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
延安大学,中国,延安,2025,2025,1,5,5.0,量子传感,量子传感器/精密测量,量子传感；量子传感器,0,1,0,0,学校,量子传感器/精密测量,量子传感,候选/待复核企业
延安市公路局,中国,延安,2025,2025,1,6,6.0,量子计算,量子计算系统,量子优化；量子计算,0,1,0,0,机关团体,量子计算系统,量子计算,候选/待复核企业
建信金融科技有限责任公司,中国,上海,2024,2025,3,22,7.333333333333333,量子计算,量子计算系统,量子态；量子线路；量子计算；量子计算机,1,2,0,0,企业,量子计算系统,量子计算,核心量子企业
建信金融科技有限责任公司,中国,上海市,2023,2023,3,13,4.333333333333333,量子计算；量子通信与安全,量子软件/算法/模拟；量子通信与安全,后量子加密；抗量子攻击；量子算法,0,1,2,0,企业,量子软件/算法/模拟,量子计算,较高相关企业
开元国际数学研究院,中国,长沙,2025,2025,1,11,11.0,量子计算,量子计算系统,量子优化；量子比特；量子电路；量子门,1,0,0,0,科研单位,量子计算系统,量子计算,较高相关企业
张家口佰信网络科技有限公司,中国,张家口市,2023,2023,1,14,14.0,量子通信与安全,量子通信与安全,量子态；量子比特；量子通信,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
张家港市中南化工机械有限公司,中国,苏州市,2023,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
徐州科瑞矿业科技有限公司,中国,徐州市,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
微控飞轮(沈阳)技术开发有限公司,中国,沈阳,2025,2025,2,12,6.0,量子传感；量子计算,量子计算系统；量子计量/时间频率/PNT候选,量子叠加；量子态；量子比特；频率基准,1,0,0,1,企业,量子计算系统,量子计算,较高相关企业
微观纪元(合肥)量子科技有限公司,中国,合肥市,2023,2023,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
微软技术许可有限责任公司,美国,,2024,2025,16,151,9.4375,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,容错量子计算；拓扑量子计算；逻辑量子比特；量子态；量子比特；量子电路；量子算法；量子计算；量子计算机；量子门,10,6,0,0,企业,量子计算系统,量子计算,核心量子企业
德清阿尔法创新研究院,中国,湖州市,2022,2022,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,科研单位,量子传感器/精密测量,量子传感,候选/待复核企业
忻州师范学院,中国,忻州,2024,2024,2,18,9.0,量子通信与安全,量子通信与安全,单光子探测器；激光器；量子通信,0,2,0,0,学校,量子通信与安全,量子通信与安全,较高相关企业
忻州师范学院,中国,忻州市,2023,2023,1,9,9.0,量子通信与安全,量子通信与安全,光调制器；单光子探测器；激光器；量子通信,0,1,0,0,学校,量子通信与安全,量子通信与安全,候选/待复核企业
恒辉信达技术有限公司,中国,长沙,2025,2025,1,5,5.0,量子通信与安全,量子通信与安全,抗量子攻击,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
恩平市奥科电子科技有限公司,中国,江门市,2023,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
意子科技私人投资有限公司,新加坡,,2024,2024,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
成方金融科技有限公司,中国,北京,2024,2024,1,10,10.0,量子通信与安全,量子通信与安全,QKD；抗量子攻击,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
成方金融科技有限公司,中国,北京市,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
成都专知利乎数字科技有限公司,中国,成都,2025,2025,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
成都中微达信科技有限公司,中国,成都,2025,2025,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
成都佳华物链云科技有限公司,中国,成都市,2023,2023,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
成都信息工程大学,中国,成都,2024,2025,10,95,9.5,量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子软件/算法/模拟；量子通信与安全,量子密钥；量子密钥分发；量子态；量子技术；量子机器学习；量子比特；量子电路；量子算法；量子线路；量子计算；量子计算机；量子门,7,1,2,0,学校,量子计算系统,量子计算,核心量子企业
成都信息工程大学,中国,成都市,2021,2024,13,122,9.384615384615385,量子传感；量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子信息；量子密钥；量子密钥分发；量子态；量子比特；量子纠缠；量子线路；量子计算；量子计算机；量子通信,8,5,0,0,学校,量子通信与安全,量子通信与安全,核心量子企业
成都同相科技有限公司,中国,成都,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟守时；铷原子钟,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
成都墨甲信息科技有限公司,中国,成都,2025,2025,1,10,10.0,量子通信与安全,量子通信与安全,抗量子攻击；量子计算,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
成都大公博创信息技术有限公司,中国,成都,2025,2025,1,7,7.0,量子传感,量子计量/时间频率/PNT候选,原子钟；量子纠缠,0,1,0,0,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
成都天奥信息科技有限公司,中国,成都市,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
成都天奥电子股份有限公司,中国,成都,2025,2025,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,冷原子钟；原子钟；原子频标,0,0,0,2,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
成都天奥电子股份有限公司,中国,成都市,2021,2023,6,18,3.0,量子传感,量子计量/时间频率/PNT候选,光纤频率传递；光钟；冷原子钟；原子钟；铷原子钟,0,0,0,6,企业,量子计量/时间频率/PNT候选,量子传感,较高相关企业
成都安准网络安全技术有限公司,中国,成都,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
成都愿景仿视科技有限公司,中国,成都,2025,2025,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
成都数碳科技有限公司,中国,成都,2025,2025,1,15,15.0,量子计算,量子计算系统,叠加态；量子优化；量子叠加；量子态；量子比特；量子计算；量子计算机,1,0,0,0,企业,量子计算系统,量子计算,较高相关企业
成都洋湃科技有限公司,中国,成都,2024,2025,5,25,5.0,量子传感,量子传感器/精密测量,量子传感；量子传感器；量子测量,0,5,0,0,企业,量子传感器/精密测量,量子传感,核心量子企业
成都理工大学,中国,成都,2024,2025,5,54,10.8,量子传感；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,保真度；量子信息；量子态；量子比特；量子电路；量子纠缠；量子计算；量子通信,3,2,0,0,学校,量子通信与安全,量子通信与安全,核心量子企业
成都理工大学,中国,成都市,2023,2023,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,学校,其他量子相关/待复核,量子基础概念,候选/待复核企业
成都电科蓉芯科技有限公司,中国,成都,2025,2025,1,9,9.0,量子传感,量子传感器/精密测量,NV色心；量子态；金刚石NV色心,1,0,0,0,企业,量子传感器/精密测量,量子传感,较高相关企业
成都第三象限未来科技有限公司,中国,成都市,2022,2022,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
成都芯辰新能源科技有限公司,中国,成都,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
成都西科微波通讯有限公司,中国,成都市,2023,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
成都量子时频科技有限公司,中国,成都,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
成都量子时频科技有限公司,中国,成都市,2023,2023,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,2,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
成都量安区块链科技有限公司,中国,成都市,2022,2023,12,135,11.25,量子通信与安全,量子通信与安全,QKD；量子中继；量子传感；量子密钥；量子密钥分发；量子网络；量子通信,7,5,0,0,企业,量子通信与安全,量子通信与安全,核心量子企业
成都金诺信高科技有限公司,中国,成都,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
成都金诺信高科技有限公司,中国,成都市,2023,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
成都铁路通信设备有限责任公司,中国,成都,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
